"la_code","quarter","la_name","population_65plus","region","deprivation_score","applications","rate_per_10k","date"
"LA026",10,"Local Authority 26",125697,"North West",15.9833682281896,982,78.1,2024-03-21
"LA026",11,"Local Authority 26",125697,"North West",15.9833682281896,1360,108.2,2024-06-19
"LA026",12,"Local Authority 26",125697,"North West",15.9833682281896,1297,103.2,2024-09-17
"LA027",1,"Local Authority 27",86502,"South West",14.4643880217336,363,42,2022-01-01
"LA027",2,"Local Authority 27",86502,"South West",14.4643880217336,500,57.8,2022-04-01
"LA027",3,"Local Authority 27",86502,"South West",14.4643880217336,508,58.7,2022-06-30
"LA027",4,"Local Authority 27",86502,"South West",14.4643880217336,622,71.9,2022-09-28
"LA027",5,"Local Authority 27",86502,"South West",14.4643880217336,504,58.3,2022-12-27
"LA027",6,"Local Authority 27",86502,"South West",14.4643880217336,584,67.5,2023-03-27
"LA027",7,"Local Authority 27",86502,"South West",14.4643880217336,729,84.3,2023-06-25
"LA027",8,"Local Authority 27",86502,"South West",14.4643880217336,862,99.7,2023-09-23
"LA027",9,"Local Authority 27",86502,"South West",14.4643880217336,852,98.5,2023-12-22
"LA027",10,"Local Authority 27",86502,"South West",14.4643880217336,799,92.4,2024-03-21
"LA027",11,"Local Authority 27",86502,"South West",14.4643880217336,806,93.2,2024-06-19
"LA027",12,"Local Authority 27",86502,"South West",14.4643880217336,850,98.3,2024-09-17
"LA028",1,"Local Authority 28",104825,"South West",11.8376235291362,686,65.4,2022-01-01
"LA028",2,"Local Authority 28",104825,"South West",11.8376235291362,492,46.9,2022-04-01
"LA028",3,"Local Authority 28",104825,"South West",11.8376235291362,514,49,2022-06-30
"LA028",4,"Local Authority 28",104825,"South West",11.8376235291362,545,52,2022-09-28
"LA028",5,"Local Authority 28",104825,"South West",11.8376235291362,620,59.1,2022-12-27
"LA028",6,"Local Authority 28",104825,"South West",11.8376235291362,646,61.6,2023-03-27
"LA028",7,"Local Authority 28",104825,"South West",11.8376235291362,944,90.1,2023-06-25
"LA028",8,"Local Authority 28",104825,"South West",11.8376235291362,942,89.9,2023-09-23
"LA028",9,"Local Authority 28",104825,"South West",11.8376235291362,991,94.5,2023-12-22
"LA028",10,"Local Authority 28",104825,"South West",11.8376235291362,1104,105.3,2024-03-21
"LA028",11,"Local Authority 28",104825,"South West",11.8376235291362,1015,96.8,2024-06-19
"LA028",12,"Local Authority 28",104825,"South West",11.8376235291362,1054,100.5,2024-09-17
"LA029",1,"Local Authority 29",42853,"East Midlands",16.3111291266978,221,51.6,2022-01-01
"LA029",2,"Local Authority 29",42853,"East Midlands",16.3111291266978,138,32.2,2022-04-01
"LA029",3,"Local Authority 29",42853,"East Midlands",16.3111291266978,230,53.7,2022-06-30
"LA029",4,"Local Authority 29",42853,"East Midlands",16.3111291266978,270,63,2022-09-28
"LA029",5,"Local Authority 29",42853,"East Midlands",16.3111291266978,271,63.2,2022-12-27
"LA029",6,"Local Authority 29",42853,"East Midlands",16.3111291266978,294,68.6,2023-03-27
"LA029",7,"Local Authority 29",42853,"East Midlands",16.3111291266978,449,104.8,2023-06-25
"LA029",8,"Local Authority 29",42853,"East Midlands",16.3111291266978,328,76.5,2023-09-23
"LA029",9,"Local Authority 29",42853,"East Midlands",16.3111291266978,485,113.2,2023-12-22
"LA029",10,"Local Authority 29",42853,"East Midlands",16.3111291266978,432,100.8,2024-03-21
"LA029",11,"Local Authority 29",42853,"East Midlands",16.3111291266978,352,82.1,2024-06-19
"LA029",12,"Local Authority 29",42853,"East Midlands",16.3111291266978,446,104.1,2024-09-17
"LA030",1,"Local Authority 30",45418,"London",15.3082613530569,219,48.2,2022-01-01
"LA030",2,"Local Authority 30",45418,"London",15.3082613530569,263,57.9,2022-04-01
"LA030",3,"Local Authority 30",45418,"London",15.3082613530569,241,53.1,2022-06-30
"LA030",4,"Local Authority 30",45418,"London",15.3082613530569,208,45.8,2022-09-28
"LA030",5,"Local Authority 30",45418,"London",15.3082613530569,363,79.9,2022-12-27
"LA030",6,"Local Authority 30",45418,"London",15.3082613530569,321,70.7,2023-03-27
"LA030",7,"Local Authority 30",45418,"London",15.3082613530569,330,72.7,2023-06-25
"LA030",8,"Local Authority 30",45418,"London",15.3082613530569,574,126.4,2023-09-23
"LA030",9,"Local Authority 30",45418,"London",15.3082613530569,426,93.8,2023-12-22
"LA030",10,"Local Authority 30",45418,"London",15.3082613530569,359,79,2024-03-21
"LA030",11,"Local Authority 30",45418,"London",15.3082613530569,421,92.7,2024-06-19
"LA030",12,"Local Authority 30",45418,"London",15.3082613530569,465,102.4,2024-09-17
"LA031",1,"Local Authority 31",38240,"North West",31.2534316186793,249,65.1,2022-01-01
"LA031",2,"Local Authority 31",38240,"North West",31.2534316186793,160,41.8,2022-04-01
"LA031",3,"Local Authority 31",38240,"North West",31.2534316186793,216,56.5,2022-06-30
"LA031",4,"Local Authority 31",38240,"North West",31.2534316186793,184,48.1,2022-09-28
"LA031",5,"Local Authority 31",38240,"North West",31.2534316186793,152,39.7,2022-12-27
"LA031",6,"Local Authority 31",38240,"North West",31.2534316186793,235,61.5,2023-03-27
"LA031",7,"Local Authority 31",38240,"North West",31.2534316186793,332,86.8,2023-06-25
"LA031",8,"Local Authority 31",38240,"North West",31.2534316186793,365,95.4,2023-09-23
"LA031",9,"Local Authority 31",38240,"North West",31.2534316186793,427,111.7,2023-12-22
"LA031",10,"Local Authority 31",38240,"North West",31.2534316186793,378,98.8,2024-03-21
"LA031",11,"Local Authority 31",38240,"North West",31.2534316186793,384,100.4,2024-06-19
"LA031",12,"Local Authority 31",38240,"North West",31.2534316186793,360,94.1,2024-09-17
"LA032",1,"Local Authority 32",135092,"East Midlands",16.705175023526,582,43.1,2022-01-01
"LA032",2,"Local Authority 32",135092,"East Midlands",16.705175023526,780,57.7,2022-04-01
"LA032",3,"Local Authority 32",135092,"East Midlands",16.705175023526,948,70.2,2022-06-30
"LA032",4,"Local Authority 32",135092,"East Midlands",16.705175023526,980,72.5,2022-09-28
"LA032",5,"Local Authority 32",135092,"East Midlands",16.705175023526,837,62,2022-12-27
"LA032",6,"Local Authority 32",135092,"East Midlands",16.705175023526,698,51.7,2023-03-27
"LA032",7,"Local Authority 32",135092,"East Midlands",16.705175023526,1154,85.4,2023-06-25
"LA032",8,"Local Authority 32",135092,"East Midlands",16.705175023526,1072,79.4,2023-09-23
"LA032",9,"Local Authority 32",135092,"East Midlands",16.705175023526,1326,98.2,2023-12-22
"LA032",10,"Local Authority 32",135092,"East Midlands",16.705175023526,1436,106.3,2024-03-21
"LA032",11,"Local Authority 32",135092,"East Midlands",16.705175023526,1450,107.3,2024-06-19
"LA032",12,"Local Authority 32",135092,"East Midlands",16.705175023526,1337,99,2024-09-17
"LA033",1,"Local Authority 33",23276,"South West",38.3201278210618,127,54.6,2022-01-01
"LA033",2,"Local Authority 33",23276,"South West",38.3201278210618,160,68.7,2022-04-01
"LA033",3,"Local Authority 33",23276,"South West",38.3201278210618,107,46,2022-06-30
"LA033",4,"Local Authority 33",23276,"South West",38.3201278210618,149,64,2022-09-28
"LA033",5,"Local Authority 33",23276,"South West",38.3201278210618,101,43.4,2022-12-27
"LA033",6,"Local Authority 33",23276,"South West",38.3201278210618,155,66.6,2023-03-27
"LA033",7,"Local Authority 33",23276,"South West",38.3201278210618,198,85.1,2023-06-25
"LA033",8,"Local Authority 33",23276,"South West",38.3201278210618,208,89.4,2023-09-23
"LA033",9,"Local Authority 33",23276,"South West",38.3201278210618,252,108.3,2023-12-22
"LA033",10,"Local Authority 33",23276,"South West",38.3201278210618,232,99.7,2024-03-21
"LA033",11,"Local Authority 33",23276,"South West",38.3201278210618,234,100.5,2024-06-19
"LA033",12,"Local Authority 33",23276,"South West",38.3201278210618,264,113.4,2024-09-17
"LA034",1,"Local Authority 34",106253,"East",19.3925501126796,576,54.2,2022-01-01
"LA034",2,"Local Authority 34",106253,"East",19.3925501126796,512,48.2,2022-04-01
"LA034",3,"Local Authority 34",106253,"East",19.3925501126796,539,50.7,2022-06-30
"LA034",4,"Local Authority 34",106253,"East",19.3925501126796,682,64.2,2022-09-28
"LA034",5,"Local Authority 34",106253,"East",19.3925501126796,491,46.2,2022-12-27
"LA034",6,"Local Authority 34",106253,"East",19.3925501126796,693,65.2,2023-03-27
"LA034",7,"Local Authority 34",106253,"East",19.3925501126796,938,88.3,2023-06-25
"LA034",8,"Local Authority 34",106253,"East",19.3925501126796,1202,113.1,2023-09-23
"LA034",9,"Local Authority 34",106253,"East",19.3925501126796,877,82.5,2023-12-22
"LA034",10,"Local Authority 34",106253,"East",19.3925501126796,844,79.4,2024-03-21
"LA034",11,"Local Authority 34",106253,"East",19.3925501126796,1158,109,2024-06-19
"LA034",12,"Local Authority 34",106253,"East",19.3925501126796,1111,104.6,2024-09-17
"LA035",1,"Local Authority 35",58548,"Yorkshire",16.7115742643364,359,61.3,2022-01-01
"LA035",2,"Local Authority 35",58548,"Yorkshire",16.7115742643364,224,38.3,2022-04-01
"LA035",3,"Local Authority 35",58548,"Yorkshire",16.7115742643364,335,57.2,2022-06-30
"LA035",4,"Local Authority 35",58548,"Yorkshire",16.7115742643364,284,48.5,2022-09-28
"LA035",5,"Local Authority 35",58548,"Yorkshire",16.7115742643364,327,55.9,2022-12-27
"LA035",6,"Local Authority 35",58548,"Yorkshire",16.7115742643364,373,63.7,2023-03-27
"LA035",7,"Local Authority 35",58548,"Yorkshire",16.7115742643364,592,101.1,2023-06-25
"LA035",8,"Local Authority 35",58548,"Yorkshire",16.7115742643364,656,112,2023-09-23
"LA035",9,"Local Authority 35",58548,"Yorkshire",16.7115742643364,582,99.4,2023-12-22
"LA035",10,"Local Authority 35",58548,"Yorkshire",16.7115742643364,391,66.8,2024-03-21
"LA035",11,"Local Authority 35",58548,"Yorkshire",16.7115742643364,588,100.4,2024-06-19
"LA035",12,"Local Authority 35",58548,"Yorkshire",16.7115742643364,592,101.1,2024-09-17
"LA036",1,"Local Authority 36",44096,"London",36.8354685953818,261,59.2,2022-01-01
"LA036",2,"Local Authority 36",44096,"London",36.8354685953818,186,42.2,2022-04-01
"LA036",3,"Local Authority 36",44096,"London",36.8354685953818,192,43.5,2022-06-30
"LA036",4,"Local Authority 36",44096,"London",36.8354685953818,248,56.2,2022-09-28
"LA036",5,"Local Authority 36",44096,"London",36.8354685953818,328,74.4,2022-12-27
"LA036",6,"Local Authority 36",44096,"London",36.8354685953818,262,59.4,2023-03-27
"LA036",7,"Local Authority 36",44096,"London",36.8354685953818,413,93.7,2023-06-25
"LA036",8,"Local Authority 36",44096,"London",36.8354685953818,452,102.5,2023-09-23
"LA036",9,"Local Authority 36",44096,"London",36.8354685953818,396,89.8,2023-12-22
"LA036",10,"Local Authority 36",44096,"London",36.8354685953818,389,88.2,2024-03-21
"LA036",11,"Local Authority 36",44096,"London",36.8354685953818,500,113.4,2024-06-19
"LA036",12,"Local Authority 36",44096,"London",36.8354685953818,460,104.3,2024-09-17
"LA037",1,"Local Authority 37",93054,"West Midlands",25.7637853082269,361,38.8,2022-01-01
"LA037",2,"Local Authority 37",93054,"West Midlands",25.7637853082269,566,60.8,2022-04-01
"LA037",3,"Local Authority 37",93054,"West Midlands",25.7637853082269,520,55.9,2022-06-30
"LA037",4,"Local Authority 37",93054,"West Midlands",25.7637853082269,649,69.7,2022-09-28
"LA037",5,"Local Authority 37",93054,"West Midlands",25.7637853082269,616,66.2,2022-12-27
"LA037",6,"Local Authority 37",93054,"West Midlands",25.7637853082269,448,48.1,2023-03-27
"LA037",7,"Local Authority 37",93054,"West Midlands",25.7637853082269,807,86.7,2023-06-25
"LA037",8,"Local Authority 37",93054,"West Midlands",25.7637853082269,1044,112.2,2023-09-23
"LA037",9,"Local Authority 37",93054,"West Midlands",25.7637853082269,848,91.1,2023-12-22
"LA037",10,"Local Authority 37",93054,"West Midlands",25.7637853082269,799,85.9,2024-03-21
"LA037",11,"Local Authority 37",93054,"West Midlands",25.7637853082269,1060,113.9,2024-06-19
"LA037",12,"Local Authority 37",93054,"West Midlands",25.7637853082269,1031,110.8,2024-09-17
"LA038",1,"Local Authority 38",34308,"London",21.6742437356152,174,50.7,2022-01-01
"LA038",2,"Local Authority 38",34308,"London",21.6742437356152,103,30,2022-04-01
"LA038",3,"Local Authority 38",34308,"London",21.6742437356152,184,53.6,2022-06-30
"LA038",4,"Local Authority 38",34308,"London",21.6742437356152,98,28.6,2022-09-28
"LA038",5,"Local Authority 38",34308,"London",21.6742437356152,204,59.5,2022-12-27
"LA038",6,"Local Authority 38",34308,"London",21.6742437356152,226,65.9,2023-03-27
"LA038",7,"Local Authority 38",34308,"London",21.6742437356152,309,90.1,2023-06-25
"LA038",8,"Local Authority 38",34308,"London",21.6742437356152,329,95.9,2023-09-23
"LA038",9,"Local Authority 38",34308,"London",21.6742437356152,266,77.5,2023-12-22
"LA038",10,"Local Authority 38",34308,"London",21.6742437356152,335,97.6,2024-03-21
"LA038",11,"Local Authority 38",34308,"London",21.6742437356152,350,102,2024-06-19
"LA038",12,"Local Authority 38",34308,"London",21.6742437356152,375,109.3,2024-09-17
"LA039",1,"Local Authority 39",60196,"North West",19.8585375561379,304,50.5,2022-01-01
"LA039",2,"Local Authority 39",60196,"North West",19.8585375561379,231,38.4,2022-04-01
"LA039",3,"Local Authority 39",60196,"North West",19.8585375561379,305,50.7,2022-06-30
"LA039",4,"Local Authority 39",60196,"North West",19.8585375561379,432,71.8,2022-09-28
"LA039",5,"Local Authority 39",60196,"North West",19.8585375561379,321,53.3,2022-12-27
"LA039",6,"Local Authority 39",60196,"North West",19.8585375561379,370,61.5,2023-03-27
"LA039",7,"Local Authority 39",60196,"North West",19.8585375561379,535,88.9,2023-06-25
"LA039",8,"Local Authority 39",60196,"North West",19.8585375561379,579,96.2,2023-09-23
"LA039",9,"Local Authority 39",60196,"North West",19.8585375561379,504,83.7,2023-12-22
"LA039",10,"Local Authority 39",60196,"North West",19.8585375561379,662,110,2024-03-21
"LA039",11,"Local Authority 39",60196,"North West",19.8585375561379,533,88.5,2024-06-19
"LA039",12,"Local Authority 39",60196,"North West",19.8585375561379,676,112.3,2024-09-17
"LA040",1,"Local Authority 40",109205,"London",35.5342422635294,531,48.6,2022-01-01
"LA040",2,"Local Authority 40",109205,"London",35.5342422635294,454,41.6,2022-04-01
"LA040",3,"Local Authority 40",109205,"London",35.5342422635294,478,43.8,2022-06-30
"LA040",4,"Local Authority 40",109205,"London",35.5342422635294,478,43.8,2022-09-28
"LA040",5,"Local Authority 40",109205,"London",35.5342422635294,540,49.4,2022-12-27
"LA040",6,"Local Authority 40",109205,"London",35.5342422635294,630,57.7,2023-03-27
"LA040",7,"Local Authority 40",109205,"London",35.5342422635294,991,90.7,2023-06-25
"LA040",8,"Local Authority 40",109205,"London",35.5342422635294,888,81.3,2023-09-23
"LA040",9,"Local Authority 40",109205,"London",35.5342422635294,1038,95.1,2023-12-22
"LA040",10,"Local Authority 40",109205,"London",35.5342422635294,1036,94.9,2024-03-21
"LA040",11,"Local Authority 40",109205,"London",35.5342422635294,1032,94.5,2024-06-19
"LA040",12,"Local Authority 40",109205,"London",35.5342422635294,1315,120.4,2024-09-17
"LA041",1,"Local Authority 41",86294,"Yorkshire",36.5202578366734,557,64.5,2022-01-01
"LA041",2,"Local Authority 41",86294,"Yorkshire",36.5202578366734,493,57.1,2022-04-01
"LA041",3,"Local Authority 41",86294,"Yorkshire",36.5202578366734,498,57.7,2022-06-30
"LA041",4,"Local Authority 41",86294,"Yorkshire",36.5202578366734,416,48.2,2022-09-28
"LA041",5,"Local Authority 41",86294,"Yorkshire",36.5202578366734,528,61.2,2022-12-27
"LA041",6,"Local Authority 41",86294,"Yorkshire",36.5202578366734,619,71.7,2023-03-27
"LA041",7,"Local Authority 41",86294,"Yorkshire",36.5202578366734,751,87,2023-06-25
"LA041",8,"Local Authority 41",86294,"Yorkshire",36.5202578366734,931,107.9,2023-09-23
"LA041",9,"Local Authority 41",86294,"Yorkshire",36.5202578366734,730,84.6,2023-12-22
"LA041",10,"Local Authority 41",86294,"Yorkshire",36.5202578366734,959,111.1,2024-03-21
"LA041",11,"Local Authority 41",86294,"Yorkshire",36.5202578366734,902,104.5,2024-06-19
"LA041",12,"Local Authority 41",86294,"Yorkshire",36.5202578366734,854,99,2024-09-17
"LA042",1,"Local Authority 42",81255,"West Midlands",20.0454008835368,403,49.6,2022-01-01
"LA042",2,"Local Authority 42",81255,"West Midlands",20.0454008835368,376,46.3,2022-04-01
"LA042",3,"Local Authority 42",81255,"West Midlands",20.0454008835368,432,53.2,2022-06-30
"LA042",4,"Local Authority 42",81255,"West Midlands",20.0454008835368,486,59.8,2022-09-28
"LA042",5,"Local Authority 42",81255,"West Midlands",20.0454008835368,385,47.4,2022-12-27
"LA042",6,"Local Authority 42",81255,"West Midlands",20.0454008835368,527,64.9,2023-03-27
"LA042",7,"Local Authority 42",81255,"West Midlands",20.0454008835368,755,92.9,2023-06-25
"LA042",8,"Local Authority 42",81255,"West Midlands",20.0454008835368,841,103.5,2023-09-23
"LA042",9,"Local Authority 42",81255,"West Midlands",20.0454008835368,726,89.3,2023-12-22
"LA042",10,"Local Authority 42",81255,"West Midlands",20.0454008835368,833,102.5,2024-03-21
"LA042",11,"Local Authority 42",81255,"West Midlands",20.0454008835368,638,78.5,2024-06-19
"LA042",12,"Local Authority 42",81255,"West Midlands",20.0454008835368,790,97.2,2024-09-17
"LA043",1,"Local Authority 43",85243,"London",39.9608320160769,325,38.1,2022-01-01
"LA043",2,"Local Authority 43",85243,"London",39.9608320160769,480,56.3,2022-04-01
"LA043",3,"Local Authority 43",85243,"London",39.9608320160769,507,59.5,2022-06-30
"LA043",4,"Local Authority 43",85243,"London",39.9608320160769,494,58,2022-09-28
"LA043",5,"Local Authority 43",85243,"London",39.9608320160769,504,59.1,2022-12-27
"LA043",6,"Local Authority 43",85243,"London",39.9608320160769,558,65.5,2023-03-27
"LA043",7,"Local Authority 43",85243,"London",39.9608320160769,717,84.1,2023-06-25
"LA043",8,"Local Authority 43",85243,"London",39.9608320160769,829,97.3,2023-09-23
"LA043",9,"Local Authority 43",85243,"London",39.9608320160769,932,109.3,2023-12-22
"LA043",10,"Local Authority 43",85243,"London",39.9608320160769,941,110.4,2024-03-21
"LA043",11,"Local Authority 43",85243,"London",39.9608320160769,909,106.6,2024-06-19
"LA043",12,"Local Authority 43",85243,"London",39.9608320160769,1035,121.4,2024-09-17
"LA044",1,"Local Authority 44",121433,"London",35.5058112391271,603,49.7,2022-01-01
"LA044",2,"Local Authority 44",121433,"London",35.5058112391271,671,55.3,2022-04-01
"LA044",3,"Local Authority 44",121433,"London",35.5058112391271,735,60.5,2022-06-30
"LA044",4,"Local Authority 44",121433,"London",35.5058112391271,777,64,2022-09-28
"LA044",5,"Local Authority 44",121433,"London",35.5058112391271,716,59,2022-12-27
"LA044",6,"Local Authority 44",121433,"London",35.5058112391271,826,68,2023-03-27
"LA044",7,"Local Authority 44",121433,"London",35.5058112391271,1164,95.9,2023-06-25
"LA044",8,"Local Authority 44",121433,"London",35.5058112391271,1123,92.5,2023-09-23
"LA044",9,"Local Authority 44",121433,"London",35.5058112391271,1167,96.1,2023-12-22
"LA044",10,"Local Authority 44",121433,"London",35.5058112391271,1341,110.4,2024-03-21
"LA044",11,"Local Authority 44",121433,"London",35.5058112391271,1181,97.3,2024-06-19
"LA044",12,"Local Authority 44",121433,"London",35.5058112391271,1270,104.6,2024-09-17
"LA045",1,"Local Authority 45",22301,"North West",14.4327280018479,68,30.5,2022-01-01
"LA045",2,"Local Authority 45",22301,"North West",14.4327280018479,117,52.5,2022-04-01
"LA045",3,"Local Authority 45",22301,"North West",14.4327280018479,127,56.9,2022-06-30
"LA045",4,"Local Authority 45",22301,"North West",14.4327280018479,129,57.8,2022-09-28
"LA045",5,"Local Authority 45",22301,"North West",14.4327280018479,109,48.9,2022-12-27
"LA045",6,"Local Authority 45",22301,"North West",14.4327280018479,172,77.1,2023-03-27
"LA045",7,"Local Authority 45",22301,"North West",14.4327280018479,183,82.1,2023-06-25
"LA045",8,"Local Authority 45",22301,"North West",14.4327280018479,185,83,2023-09-23
"LA045",9,"Local Authority 45",22301,"North West",14.4327280018479,190,85.2,2023-12-22
"LA045",10,"Local Authority 45",22301,"North West",14.4327280018479,268,120.2,2024-03-21
"LA045",11,"Local Authority 45",22301,"North West",14.4327280018479,205,91.9,2024-06-19
"LA045",12,"Local Authority 45",22301,"North West",14.4327280018479,210,94.2,2024-09-17
"LA046",1,"Local Authority 46",122783,"London",15.7217825390399,585,47.6,2022-01-01
"LA046",2,"Local Authority 46",122783,"London",15.7217825390399,535,43.6,2022-04-01
"LA046",3,"Local Authority 46",122783,"London",15.7217825390399,767,62.5,2022-06-30
"LA046",4,"Local Authority 46",122783,"London",15.7217825390399,558,45.4,2022-09-28
"LA046",5,"Local Authority 46",122783,"London",15.7217825390399,661,53.8,2022-12-27
"LA046",6,"Local Authority 46",122783,"London",15.7217825390399,939,76.5,2023-03-27
"LA046",7,"Local Authority 46",122783,"London",15.7217825390399,1183,96.3,2023-06-25
"LA046",8,"Local Authority 46",122783,"London",15.7217825390399,1280,104.2,2023-09-23
"LA046",9,"Local Authority 46",122783,"London",15.7217825390399,1139,92.8,2023-12-22
"LA046",10,"Local Authority 46",122783,"London",15.7217825390399,1096,89.3,2024-03-21
"LA046",11,"Local Authority 46",122783,"London",15.7217825390399,1291,105.1,2024-06-19
"LA046",12,"Local Authority 46",122783,"London",15.7217825390399,1399,113.9,2024-09-17
"LA047",1,"Local Authority 47",54047,"North West",36.1114433407784,196,36.3,2022-01-01
"LA047",2,"Local Authority 47",54047,"North West",36.1114433407784,353,65.3,2022-04-01
"LA047",3,"Local Authority 47",54047,"North West",36.1114433407784,304,56.2,2022-06-30
"LA047",4,"Local Authority 47",54047,"North West",36.1114433407784,340,62.9,2022-09-28
"LA047",5,"Local Authority 47",54047,"North West",36.1114433407784,425,78.6,2022-12-27
"LA047",6,"Local Authority 47",54047,"North West",36.1114433407784,439,81.2,2023-03-27
"LA047",7,"Local Authority 47",54047,"North West",36.1114433407784,443,82,2023-06-25
"LA047",8,"Local Authority 47",54047,"North West",36.1114433407784,546,101,2023-09-23
"LA047",9,"Local Authority 47",54047,"North West",36.1114433407784,496,91.8,2023-12-22
"LA047",10,"Local Authority 47",54047,"North West",36.1114433407784,558,103.2,2024-03-21
"LA047",11,"Local Authority 47",54047,"North West",36.1114433407784,492,91,2024-06-19
"LA047",12,"Local Authority 47",54047,"North West",36.1114433407784,488,90.3,2024-09-17
"LA048",1,"Local Authority 48",39302,"East",36.5509851812385,180,45.8,2022-01-01
"LA048",2,"Local Authority 48",39302,"East",36.5509851812385,227,57.8,2022-04-01
"LA048",3,"Local Authority 48",39302,"East",36.5509851812385,210,53.4,2022-06-30
"LA048",4,"Local Authority 48",39302,"East",36.5509851812385,242,61.6,2022-09-28
"LA048",5,"Local Authority 48",39302,"East",36.5509851812385,159,40.5,2022-12-27
"LA048",6,"Local Authority 48",39302,"East",36.5509851812385,225,57.2,2023-03-27
"LA048",7,"Local Authority 48",39302,"East",36.5509851812385,371,94.4,2023-06-25
"LA048",8,"Local Authority 48",39302,"East",36.5509851812385,377,95.9,2023-09-23
"LA048",9,"Local Authority 48",39302,"East",36.5509851812385,365,92.9,2023-12-22
"LA048",10,"Local Authority 48",39302,"East",36.5509851812385,392,99.7,2024-03-21
"LA048",11,"Local Authority 48",39302,"East",36.5509851812385,430,109.4,2024-06-19
"LA048",12,"Local Authority 48",39302,"East",36.5509851812385,423,107.6,2024-09-17
"LA049",1,"Local Authority 49",135301,"Yorkshire",31.8498214287683,647,47.8,2022-01-01
"LA049",2,"Local Authority 49",135301,"Yorkshire",31.8498214287683,475,35.1,2022-04-01
"LA049",3,"Local Authority 49",135301,"Yorkshire",31.8498214287683,693,51.2,2022-06-30
"LA049",4,"Local Authority 49",135301,"Yorkshire",31.8498214287683,833,61.6,2022-09-28
"LA049",5,"Local Authority 49",135301,"Yorkshire",31.8498214287683,680,50.3,2022-12-27
"LA049",6,"Local Authority 49",135301,"Yorkshire",31.8498214287683,871,64.4,2023-03-27
"LA049",7,"Local Authority 49",135301,"Yorkshire",31.8498214287683,1243,91.9,2023-06-25
"LA049",8,"Local Authority 49",135301,"Yorkshire",31.8498214287683,1356,100.2,2023-09-23
"LA049",9,"Local Authority 49",135301,"Yorkshire",31.8498214287683,1253,92.6,2023-12-22
"LA049",10,"Local Authority 49",135301,"Yorkshire",31.8498214287683,1401,103.5,2024-03-21
"LA049",11,"Local Authority 49",135301,"Yorkshire",31.8498214287683,1094,80.9,2024-06-19
"LA049",12,"Local Authority 49",135301,"Yorkshire",31.8498214287683,1361,100.6,2024-09-17
"LA050",1,"Local Authority 50",25845,"North East",39.5951909432188,126,48.8,2022-01-01
"LA050",2,"Local Authority 50",25845,"North East",39.5951909432188,136,52.6,2022-04-01
"LA050",3,"Local Authority 50",25845,"North East",39.5951909432188,148,57.3,2022-06-30
"LA050",4,"Local Authority 50",25845,"North East",39.5951909432188,175,67.7,2022-09-28
"LA050",5,"Local Authority 50",25845,"North East",39.5951909432188,140,54.2,2022-12-27
"LA050",6,"Local Authority 50",25845,"North East",39.5951909432188,181,70,2023-03-27
"LA050",7,"Local Authority 50",25845,"North East",39.5951909432188,237,91.7,2023-06-25
"LA050",8,"Local Authority 50",25845,"North East",39.5951909432188,270,104.5,2023-09-23
"LA050",9,"Local Authority 50",25845,"North East",39.5951909432188,262,101.4,2023-12-22
"LA050",10,"Local Authority 50",25845,"North East",39.5951909432188,275,106.4,2024-03-21
"LA050",11,"Local Authority 50",25845,"North East",39.5951909432188,238,92.1,2024-06-19
"LA050",12,"Local Authority 50",25845,"North East",39.5951909432188,226,87.4,2024-09-17
"LA051",1,"Local Authority 51",105717,"North West",20.5933785112575,609,57.6,2022-01-01
"LA051",2,"Local Authority 51",105717,"North West",20.5933785112575,633,59.9,2022-04-01
"LA051",3,"Local Authority 51",105717,"North West",20.5933785112575,429,40.6,2022-06-30
"LA051",4,"Local Authority 51",105717,"North West",20.5933785112575,432,40.9,2022-09-28
"LA051",5,"Local Authority 51",105717,"North West",20.5933785112575,460,43.5,2022-12-27
"LA051",6,"Local Authority 51",105717,"North West",20.5933785112575,803,76,2023-03-27
"LA051",7,"Local Authority 51",105717,"North West",20.5933785112575,1123,106.2,2023-06-25
"LA051",8,"Local Authority 51",105717,"North West",20.5933785112575,959,90.7,2023-09-23
"LA051",9,"Local Authority 51",105717,"North West",20.5933785112575,990,93.6,2023-12-22
"LA051",10,"Local Authority 51",105717,"North West",20.5933785112575,1105,104.5,2024-03-21
"LA051",11,"Local Authority 51",105717,"North West",20.5933785112575,1153,109.1,2024-06-19
"LA051",12,"Local Authority 51",105717,"North West",20.5933785112575,833,78.8,2024-09-17
"LA052",1,"Local Authority 52",90300,"South West",26.3749454915524,532,58.9,2022-01-01
"LA052",2,"Local Authority 52",90300,"South West",26.3749454915524,349,38.6,2022-04-01
"LA052",3,"Local Authority 52",90300,"South West",26.3749454915524,528,58.5,2022-06-30
"LA052",4,"Local Authority 52",90300,"South West",26.3749454915524,545,60.4,2022-09-28
"LA052",5,"Local Authority 52",90300,"South West",26.3749454915524,496,54.9,2022-12-27
"LA052",6,"Local Authority 52",90300,"South West",26.3749454915524,373,41.3,2023-03-27
"LA052",7,"Local Authority 52",90300,"South West",26.3749454915524,781,86.5,2023-06-25
"LA052",8,"Local Authority 52",90300,"South West",26.3749454915524,785,86.9,2023-09-23
"LA052",9,"Local Authority 52",90300,"South West",26.3749454915524,983,108.9,2023-12-22
"LA052",10,"Local Authority 52",90300,"South West",26.3749454915524,786,87,2024-03-21
